u,v,key,osmid,highway,lanes,maxspeed,name_left,oneway,reversed,length,speed_kph,travel_time,geometry,lit,surface,ref,width,tunnel,junction,access,service,bridge,element,id,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,fhrs:id,name_right,smoking,source:addr,website,wheelchair,wikidata,addr:housename,opening_hours,phone,addr:unit,outdoor_seating,check_date,check_date:opening_hours,indoor_seating,contact:instagram,brand,brand:wikidata,building:levels,cocktails,addr:county,brand:wikipedia,contact:website,email,microbrewery,opening_hours:kitchen,fhrs:authority,fhrs:businesstype,fhrs:local_authority_id,fhrs:rating,contact:facebook,contact:phone,diet:vegan,diet:vegetarian,food,note,payment:debit_cards,payment:mastercard,payment:visa,real_ale,toilets,toilets:access,website:menu,url,brewery,building,operator,operator:wikidata,roof:shape,fhrs:rating_date,source,toilets:wheelchair,contact:email,building:part,level,room,dist_to_amenity,access_score
360921579,360921600,0,32148712,footway,,,,False,False,29.758655293494094,32.1868,3.3284190741726034,"LINESTRING (291821.0371669332 92449.79467359136, 291815.48352694913 92454.74882177671, 291804.7112060457 92469.9119207158, 291806.8234325904 92473.0162627754)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,94.63940850910438,0.010455940867773196
34920012,41427571,0,5105375,tertiary,,20 mph,Mary Arches Street,False,False,19.567707074104284,32.1868,2.1885911450276336,"LINESTRING (291825.8253262761 92511.46787835169, 291810.30532099085 92523.4477685864)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,66.70509922346956,0.01476993625988744
34920012,34920011,0,5105375,tertiary,,20 mph,Mary Arches Street,False,True,42.66174012966637,32.1868,4.7715915986304624,"LINESTRING (291825.8253262761 92511.46787835169, 291841.8695762962 92499.56616370886, 291847.06064321625 92493.47376886068, 291847.28050330724 92486.70572262772, 291847.0590202253 92478.74541479311)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,49.543974453872714,0.01978475200664358
292273272,59615208,0,1111143173,unclassified,,20 mph,Fore Street,False,False,65.61898799635402,32.1868,7.339293026547358,"LINESTRING (291869.43231377844 92509.86322504398, 291912.37957155635 92559.58833386548)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,15.282144647959258,0.06141697065228666
292273272,34920011,0,13860520,unclassified,,20 mph,Fore Street,False,True,38.30283774879955,32.1868,4.2840610404165185,"LINESTRING (291869.43231377844 92509.86322504398, 291853.81208478264 92489.07328472048, 291847.0590202253 92478.74541479311)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,23.31570207751141,0.041125688940105036
292273272,984675319,0,"[26646134, 1111143171, 1111143172, 1112052699]",footway,,,,False,False,53.83630257343609,32.1868,6.021433919009344,"LINESTRING (291869.43231377844 92509.86322504398, 291881.1640379391 92500.44269656751, 291885.3455267303 92497.08555442837, 291890.8052848584 92492.71188206197, 291904.7236846539 92482.48966303968, 291913.99813680083 92482.2752967843)",yes,asphalt,,,building_passage,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,17.050292234957666,0.05540076509472343
41428814,34920011,0,"[757662840, 477247183]",tertiary,,20 mph,Market Street,False,False,45.91262143993677,32.1868,5.135193221562019,"LINESTRING (291876.09661835077 92445.02702712576, 291854.2495251975 92463.50090078791, 291852.0187830662 92466.26142860795, 291849.31981533184 92469.59899409692, 291847.86514374556 92472.66603961086, 291847.0590202253 92478.74541479311)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,57.03303507450201,0.01723156472371665
41428814,2826315303,0,1111143174,residential,,20 mph,Smythen Street,False,False,15.057974142238846,32.1868,1.6841906282096963,"LINESTRING (291876.09661835077 92445.02702712576, 291873.6845907349 92442.10685702795, 291866.86034101987 92433.11533554702)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,70.1211599744597,0.014060513078795533
2109299108,360921579,0,42267037,unclassified,2,20 mph,Fore Street,False,False,7.491938872016118,32.1868,0.83795158074919,"LINESTRING (291816.1941794541 92444.06601734512, 291821.0371669332 92449.79467359136)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,95.54260315200061,0.01035812136146318
360921600,360921579,0,32148712,footway,,,,False,True,29.758655293494087,32.1868,3.328419074172603,"LINESTRING (291806.8234325904 92473.0162627754, 291804.7112060457 92469.9119207158, 291815.48352694913 92454.74882177671, 291821.0371669332 92449.79467359136)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,94.63940850910438,0.010455940867773196
41427571,34920012,0,5105375,tertiary,,20 mph,Mary Arches Street,False,True,19.567707074104284,32.1868,2.1885911450276336,"LINESTRING (291810.30532099085 92523.4477685864, 291825.8253262761 92511.46787835169)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,66.70509922346956,0.01476993625988744
41427571,261638408,0,5105375,tertiary,,20 mph,Mary Arches Street,False,False,23.479289402171723,32.1868,2.626090255875645,"LINESTRING (291810.30532099085 92523.4477685864, 291803.3005832137 92528.91035970979, 291791.85975058016 92538.04693387196)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,82.8388158464075,0.011927649381785133
59615208,40932210,0,24568853,tertiary,,20 mph,North Street,False,True,51.32395706273142,32.1868,5.740435378037988,"LINESTRING (291912.37957155635 92559.58833386548, 291873.64189997443 92593.3962978416)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,50.46481467220348,0.019430751016385323
59615208,292273272,0,1111143173,unclassified,,20 mph,Fore Street,False,True,65.61898799635402,32.1868,7.339293026547358,"LINESTRING (291912.37957155635 92559.58833386548, 291869.43231377844 92509.86322504398)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,15.282144647959258,0.06141697065228666
59615208,75266375,0,4197042,unclassified,,20 mph,High Street,False,False,52.557733313522476,32.1868,5.878429664604153,"LINESTRING (291912.37957155635 92559.58833386548, 291915.48724937066 92563.02806946359, 291945.9901834974 92600.07382849974)",yes,asphalt,,,,,,,,node,10080425230,Exeter,202,EX4 3EB,High Street,pub,1410716,The Turks Head,,FHRS Open Data,https://www.turksheadexeter.com/,,Q26397907,,Su-Th 10:00-24:00; Fr-Sa 10:00-01:00,+44 1392 706013,,,2025-08-23,,,,Young's,Q8057802,,,Devon,https://en.wikipedia.org/wiki/Young%27s,https://www.turksheadexeter.com/,turkshead@youngs.co.uk,yes,Su-Sa 12:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.807914642634614,0.022317485827570798
59615208,106201188,0,7972904,tertiary,,20 mph,South Street,False,False,22.897223612127767,32.1868,2.560987889559073,"LINESTRING (291912.37957155635 92559.58833386548, 291919.2830911167 92553.32704845618, 291924.7562151521 92546.87291617776, 291928.0855304534 92542.9438778926)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,46.371648711940594,0.021109672709110038
984675319,292273272,0,"[1111143171, 1112052699, 1111143172, 26646134]",footway,,,,False,True,53.8363025734361,32.1868,6.021433919009345,"LINESTRING (291913.99813680083 92482.2752967843, 291904.7236846539 92482.48966303968, 291890.8052848584 92492.71188206197, 291885.3455267303 92497.08555442837, 291881.1640379391 92500.44269656751, 291869.43231377844 92509.86322504398)",yes,asphalt,,,building_passage,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,17.050292234957666,0.05540076509472343
984675319,2907151374,0,84802884,service,,,,False,False,43.24451401573932,32.1868,4.836773163429156,"LINESTRING (291913.99813680083 92482.2752967843, 291914.71683518565 92484.58535818878, 291916.8466963961 92486.49909247304, 291919.5561139486 92487.75562232322, 291921.5199963181 92487.79281420892, 291924.12509666424 92485.03568734424, 291927.1572351721 92481.75800625578, 291938.4975633317 92467.75144380858, 291939.92072381976 92461.11422497066)",no,paving_stones,,,,,,parking_aisle,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,36.12871869207594,0.02693332911090792
984675319,984675322,0,84802884,service,,,,False,True,30.305858616545656,32.1868,3.389622174915319,"LINESTRING (291913.99813680083 92482.2752967843, 291915.97861623496 92478.34081962847, 291918.3501771379 92475.90000372709, 291934.3259576709 92459.99530764401)",no,paving_stones,,,,,,parking_aisle,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,37.65911184880576,0.02586712296730872
2826315303,41428814,0,1111143174,residential,,20 mph,Smythen Street,False,True,15.057974142238846,32.1868,1.6841906282096963,"LINESTRING (291866.86034101987 92433.11533554702, 291873.6845907349 92442.10685702795, 291876.09661835077 92445.02702712576)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,70.1211599744597,0.014060513078795533
261638408,41427571,0,5105375,tertiary,,20 mph,Mary Arches Street,False,True,23.479289402171723,32.1868,2.626090255875645,"LINESTRING (291791.85975058016 92538.04693387196, 291803.3005832137 92528.91035970979, 291810.30532099085 92523.4477685864)",yes,asphalt,,,,,,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,82.8388158464075,0.011927649381785133
261638408,2902769580,0,"[30828490, 30828491]","['unclassified', 'service']",,,Synagogue Place,False,True,78.19254432571277,33.06144130434783,8.5142434348604,"LINESTRING (291791.85975058016 92538.04693387196, 291794.9693154921 92542.2541291184, 291798.70952441124 92546.22576548619, 291802.41567750473 92550.5985804479, 291808.4790775882 92558.315390932, 291813.53211383533 92563.96181355612, 291817.69794770575 92565.64418435542, 291821.4500316395 92565.42178020568, 291829.5605091592 92566.63303524227, 291835.8770268067 92571.57471197931, 291835.7150515859 92583.85914497808, 291837.1618275821 92587.56687280993, 291838.743546083 92590.9714513859)",yes,asphalt,,,,,customers,,,node,10115426180,Exeter,81-82,EX4 3HR,Fore Street,pub,172788,The Chevalier Inn,,,,yes,Q70628060,,"Mo-Th 08:00-00:00; Fr,Sa 08:00-02:00; Su 08:00-24:00",,,,,,,,Wetherspoon,Q6109362,,,Devon,en:Wetherspoons,https://www.jdwetherspoon.com/pubs/all-pubs/england/devon/the-chevalier-inn-exeter,,,,Exeter City,Pub/bar/nightclub,PI/000024005,5,,+44 1392 457760,yes,yes,yes,Has TV screens,yes,yes,yes,yes,yes,customers,https://order.jdwetherspoon.com/venue/jdw/6217/menus,,,,,,,,,,,,,,81.3301026477742,0.012146225594764701
34920972,294000713,0,"[25725448, 5105390]","['service', 'footway']",,,Northernhay Gate,False,False,42.81734124069862,32.1868,4.788995130504276,"LINESTRING (291892.8451764725 92875.3963530011, 291900.0008209352 92881.66673155111, 291917.19149094145 92898.90900800787, 291923.793789398 92905.05739048656)",yes,asphalt,,,,,,,,node,10086021914,Exeter,2,EX4 3NB,Upper Paul Street,bar,1002131,Crocketts,,,,,,,,,,,,,,,,,,,,,,,,,Exeter City,Pub/bar/nightclub,PI/000078253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,90.14588366930646,0.010971422512377834
34920972,1857100621,0,5581775,residential,2,20 mph,Northernhay Street,False,False,63.89306668066667,32.1868,7.146253745336599,"LINESTRING (291892.8451764725 92875.3963530011, 291886.6423703235 92870.12966234895, 291866.9945680962 92848.13276530991, 291849.52608179324 92828.40458942688)",yes,asphalt,,,,,,,,node,10086021914,Exeter,2,EX4 3NB,Upper Paul Street,bar,1002131,Crocketts,,,,,,,,,,,,,,,,,,,,,,,,,Exeter City,Pub/bar/nightclub,PI/000078253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,91.99400932045891,0.010753380860846458
34920972,59997002,0,29203798,tertiary,2,20 mph,Queen Street,False,True,12.701361619680384,32.1868,1.420610369183932,"LINESTRING (291892.8451764725 92875.3963530011, 291888.69642564433 92880.9999043479, 291885.2684959791 92885.60959592927)",yes,asphalt,,,,,,,,node,10086021914,Exeter,2,EX4 3NB,Upper Paul Street,bar,1002131,Crocketts,,,,,,,,,,,,,,,,,,,,,,,,,Exeter City,Pub/bar/nightclub,PI/000078253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,91.99400932045891,0.010753380860846458
34920972,54212837,0,907124294,tertiary,1,20 mph,Queen Street,False,False,84.51970694490333,32.1868,9.453283488934968,"LINESTRING (291892.8451764725 92875.3963530011, 291921.89726710896 92840.43192505674, 291943.1430556963 92813.44962372942, 291943.7919955844 92811.71193927922, 291943.4625319488 92808.75973631951)",yes,asphalt,,,,,,,,node,10074041594,Exeter,79-82,EX4 3RW,Queen Street,bar,1541834,Revolution,,,,,,,,,,,,,,,Revolution,Q64024398,3,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.531459875628947,0.053962289356119096
294000713,34920972,0,"[25725448, 5105390]","['service', 'footway']",,,Northernhay Gate,False,True,42.81734124069862,32.1868,4.788995130504276,"LINESTRING (291923.793789398 92905.05739048656, 291917.19149094145 92898.90900800787, 291900.0008209352 92881.66673155111, 291892.8451764725 92875.3963530011)",yes,asphalt,,,,,,,,node,10086021914,Exeter,2,EX4 3NB,Upper Paul Street,bar,1002131,Crocketts,,,,,,,,,,,,,,,,,,,,,,,,,Exeter City,Pub/bar/nightclub,PI/000078253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,90.14588366930646,0.010971422512377834
294000713,294000690,0,26800382,footway,,,,False,True,108.2628983871999,32.1868,12.108890420728985,"LINESTRING (291923.793789398 92905.05739048656, 291921.89298129955 92910.10263871372, 291921.3004191634 92918.99199546178, 291922.4959675672 92927.6218278752, 291931.53055079485 92950.2948359868, 291939.1887547781 92966.17725421992, 291944.2596594938 92975.43877117094, 291951.32510025613 92986.22749204899, 291960.24464062724 92995.85428559233, 291965.28612922813 93000.28854444285)",no,asphalt,,,,,,,,node,10086021914,Exeter,2,EX4 3NB,Upper Paul Street,bar,1002131,Crocketts,,,,,,,,,,,,,,,,,,,,,,,,,Exeter City,Pub/bar/nightclub,PI/000078253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,94.07410062212968,0.010518111593550405
294000713,1630309399,0,150110277,footway,,,,False,False,106.61729192943777,32.1868,11.9248341228695,"LINESTRING (291923.793789398 92905.05739048656, 291927.5256582702 92903.1890968954, 291932.19487275666 92902.25806848798, 291941.0089575975 92901.3301896138, 291944.85557509784 92903.29736748227, 291956.21756348526 92914.9315431847, 291965.2616917389 92921.36313419451, 291970.1877297189 92928.40284342115, 291973.3947434984 92932.218771274, 291976.8450892926 92934.82825364737, 291984.4060590105 92938.17582040941, 291988.1066450463 92940.93586731004, 291990.9851350183 92943.89092235328, 291997.5918993752 92952.30862925516, 292005.52413796255 92956.53847228028, 292008.11277381616 92957.43044284554)",no,asphalt,,,,,,,,node,10086021914,Exeter,2,EX4 3NB,Upper Paul Street,bar,1002131,Crocketts,,,,,,,,,,,,,,,,,,,,,,,,,Exeter City,Pub/bar/nightclub,PI/000078253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,83.84798300938171,0.011785783993114241
294000713,959491872,0,596076785,footway,,,,False,False,71.85020446834616,32.1868,8.036236472281999,"LINESTRING (291923.793789398 92905.05739048656, 291948.0960563201 92931.22976792874, 291972.3499881225 92958.14857063285)",no,asphalt,,,,,,,,node,10086021914,Exeter,2,EX4 3NB,Upper Paul Street,bar,1002131,Crocketts,,,,,,,,,,,,,,,,,,,,,,,,,Exeter City,Pub/bar/nightclub,PI/000078253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,94.07410062212968,0.010518111593550405
1857100621,293147854,0,5581775,residential,2,20 mph,Northernhay Street,False,False,6.162924678900182,32.1868,0.6893052072290708,"LINESTRING (291849.52608179324 92828.40458942688, 291845.22589215264 92823.97731608839)",no,concrete,,,,,,,,way,538845390,Exeter,12,EX4 3HP,Queen Street,pub,1375445,Brewdog,,FHRS Open Data,,,,Guildhall Shopping Centre,,,,,,,,,BrewDog,Q911367,,,,en:BrewDog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,0,cafe,113.43420022821834,0.008738646296349174
1857100621,380467870,0,33435308,track,,,,False,False,18.823647813786675,34.06605393721507,1.9892275241072992,"LINESTRING (291849.52608179324 92828.40458942688, 291835.4233142908 92840.92239748925)",no,concrete,,,,,,,,way,538845390,Exeter,12,EX4 3HP,Queen Street,pub,1375445,Brewdog,,FHRS Open Data,,,,Guildhall Shopping Centre,,,,,,,,,BrewDog,Q911367,,,,en:BrewDog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,0,cafe,113.43420022821834,0.008738646296349174
1857100621,34920972,0,5581775,residential,2,20 mph,Northernhay Street,False,True,63.89306668066667,32.1868,7.146253745336599,"LINESTRING (291849.52608179324 92828.40458942688, 291866.9945680962 92848.13276530991, 291886.6423703235 92870.12966234895, 291892.8451764725 92875.3963530011)",yes,asphalt,,,,,,,,node,10086021914,Exeter,2,EX4 3NB,Upper Paul Street,bar,1002131,Crocketts,,,,,,,,,,,,,,,,,,,,,,,,,Exeter City,Pub/bar/nightclub,PI/000078253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,91.99400932045891,0.010753380860846458
